n_days,ann_return,ann_vol,sharpe,max_drawdown,avg_turnover,reg_alpha_daily,reg_beta,reg_r2,rebalance,lam_risk,gamma_turnover,tcost_bps
2255,-0.0006420437988432846,0.016012357039704907,-0.04009677009145163,-0.0671646886969629,0.0019334036375925122,-1.6605385930346963e-06,-0.001419598526683304,0.0002691407259343137,W-FRI,5.0,2.0,20
2255,-4.643431232828894e-22,7.054829397942477e-22,-0.6581918528296571,0.0,8.597952672903891e-22,-2.006922406640705e-24,2.628640092949308e-22,0.004753878672335676,W-FRI,5.0,5.0,1
2255,-4.817918961325849e-22,7.055051773055991e-22,-0.6829034167723623,0.0,8.597952672903891e-22,-2.076202754286274e-24,2.629267057986316e-22,0.0047558468446342594,W-FRI,5.0,5.0,5
2255,-5.036028621947045e-22,7.0554274795004e-22,-0.7137807930957076,0.0,8.597952672903891e-22,-2.1628031888432344e-24,2.6300507642825758e-22,0.004758175627278649,W-FRI,5.0,5.0,10
2255,-5.472247943189434e-22,7.0565046126003905e-22,-0.7754898839601067,0.0,8.597952672903891e-22,-2.3360040579571577e-24,2.631618176875097e-22,0.004762394474359666,W-FRI,5.0,5.0,20
2255,0.006050529444204779,0.04502190558272787,0.134390789680968,-0.07849460084000948,0.625741135021036,1.419933341599357e-05,0.015697034848049737,0.004162424502100359,W-FRI,10.0,0.0,1
2255,-0.00664832497273299,0.045128113053287844,-0.14732113804276648,-0.0978788465874818,0.625741135021036,-3.627315969908177e-05,0.01582537599116235,0.004210877380336986,W-FRI,10.0,0.0,5
2255,-0.022521892993905203,0.04534676267000963,-0.4966593350400336,-0.19786291478656748,0.625741135021036,-9.936377609292596e-05,0.01598580242005311,0.004255348919697033,W-FRI,10.0,0.0,10
2255,-0.05426902903624963,0.04606452299481608,-1.1781089981623571,-0.39538418081383275,0.625741135021036,-0.00022554500888061433,0.016306655277834634,0.004290970158262963,W-FRI,10.0,0.0,20
2255,0.018006249806887878,0.04162234984955607,0.4326101210520657,-0.06881236104029853,0.1079462114121993,6.792032981937734e-05,0.005652834883333741,0.000631594413350367,W-FRI,10.0,0.5,1
2255,0.01581557838245384,0.04162976701549111,0.37991032658358637,-0.06927899410733518,0.1079462114121993,5.920248019078454e-05,0.005692369141213778,0.0006402314746954962,W-FRI,10.0,0.5,5
2255,0.01307723910191129,0.04164285833163286,0.31403317701603406,-0.069984981500544,0.1079462114121993,4.83051681550436e-05,0.005741786963563837,0.0006509864621442318,W-FRI,10.0,0.5,10
2255,0.007600560540826193,0.041681757151660045,0.18234741191863327,-0.07175784362453486,0.1079462114121993,2.6510544083561664e-05,0.005840622608263936,0.0006723340752875506,W-FRI,10.0,0.5,20
2255,0.024661842080830786,0.0367834990644231,0.6704593828237415,-0.08555827094184898,0.020583148595601716,0.00010344383239990576,-0.008926955395704537,0.0020167846200339623,W-FRI,10.0,1.0,1
2255,0.024244125563841763,0.03678798111676315,0.6590229968557437,-0.08597724080523805,0.020583148595601716,0.00010177735967342415,-0.00891276747800731,0.0020098891858967294,W-FRI,10.0,1.0,5
2255,0.02372197991760549,0.03679397784240662,0.6447245258234868,-0.0865007029117516,0.020583148595601716,9.969426876532205e-05,-0.008895032580885765,0.0020012459757030587,W-FRI,10.0,1.0,10
2255,0.022677688625132936,0.036807284329845175,0.6161195817085788,-0.0875467935693639,0.020583148595601716,9.552808694911796e-05,-0.008859562786642685,0.0019838822817717094,W-FRI,10.0,1.0,20
2255,-0.0009822888624330184,0.015869033894605727,-0.06189972678594646,-0.06754050843475667,0.0019230076569292636,-3.057953729579966e-06,-0.0013440208675127975,0.00024562350148482626,W-FRI,10.0,2.0,1
2255,-0.0010213145759609946,0.015869512253774944,-0.06435702368345003,-0.06772350251583892,0.0019230076569292636,-3.2130636760948865e-06,-0.0013436272635011812,0.0002454648592216113,W-FRI,10.0,2.0,5
2255,-0.0010700967178709647,0.015870125538845325,-0.06742837132899092,-0.06795219606543401,0.0019230076569292636,-3.406951109238531e-06,-0.0013431352584866599,0.0002452661678759016,W-FRI,10.0,2.0,10
2255,-0.0011676610016909048,0.015871403221780114,-0.07357011761181514,-0.06840941970685488,0.0019230076569292636,-3.794725975525817e-06,-0.001342151248457618,0.0002448674953792196,W-FRI,10.0,2.0,20
2255,-7.549455718711792e-23,5.413790859233748e-22,-0.1394486029292295,0.0,8.68353432565135e-22,-3.1227867611996025e-25,2.031524135528549e-23,4.8216967616365736e-05,W-FRI,10.0,5.0,1
2255,-9.311701031579415e-23,5.4134627308467515e-22,-0.17201006997831345,0.0,8.68353432565135e-22,-3.822436477596888e-25,2.0370604362423482e-23,4.848600431606176e-05,W-FRI,10.0,5.0,5
2255,-1.1514507672663938e-22,5.413182243918584e-22,-0.212712359455473,0.0,8.68353432565135e-22,-4.696998623093489e-25,2.0439808121346e-23,4.88210597279215e-05,W-FRI,10.0,5.0,10
2255,-1.5920120954832988e-22,5.41305358724219e-22,-0.2941061029278278,0.0,8.68353432565135e-22,-6.446122914086701e-25,2.057821563919105e-23,4.948683115846286e-05,W-FRI,10.0,5.0,20
2201,0.003165890439536397,0.043939295355851664,0.0720514613149065,-0.0831005360954199,0.8261007139197207,1.2474022952128587e-05,0.0001408033380835171,3.573387674649098e-07,M,0.5,0.0,1
2201,0.0003283977556503981,0.043975104019675026,0.0074678107754667,-0.09613575821945308,0.8261007139197207,1.2081279991176886e-06,0.0001502973343100606,4.064893895927568e-07,M,0.5,0.0,5
2201,-0.0032184680992071043,0.0440500498228398,-0.07306389237131668,-0.1144171027755978,0.8261007139197207,-1.2874240692145952e-05,0.0001621648295932464,4.71607759067183e-07,M,0.5,0.0,10
2201,-0.010312199808922106,0.04429982433066374,-0.2327819571461402,-0.1499005538522008,0.8261007139197207,-4.10389780746732e-05,0.00018589982015961544,6.127937681732476e-07,M,0.5,0.0,20
2201,0.021846380453002103,0.03692317613081529,0.591671214188142,-0.06619756078055283,0.2057441788212046,9.171960244207109e-05,-0.00795092239335801,0.0016136053828987862,M,0.5,0.5,1
2201,0.02113968986150356,0.03691646275978545,0.5726358453966466,-0.06673130732934895,0.2057441788212046,8.890500556799721e-05,-0.007934682281239622,0.0016076049297566453,M,0.5,0.5,5
2201,0.020256326622130373,0.03691064779482113,0.5487935821319425,-0.06739812980304416,0.2057441788212046,8.538675947540489e-05,-0.007914382141091641,0.0015998936201966352,M,0.5,0.5,10
2201,0.018489600143383998,0.03690761141046023,0.5009698389244377,-0.06873057312414332,0.2057441788212046,7.835026729022018e-05,-0.00787378186079567,0.0015837815798930288,M,0.5,0.5,20
2201,0.012759938793282492,0.029298251038038847,0.4355187883643928,-0.09405723717284797,0.04208944176255496,5.166296040905125e-05,-0.0016261772518343424,0.00010720444191869571,M,0.5,1.0,1
2201,0.012615369879277532,0.029296966255073158,0.4306032839524131,-0.09441581471617577,0.04208944176255496,5.108862812158815e-05,-0.0016251554443565764,0.00010707915159025028,M,0.5,1.0,5
2201,0.012434658736771338,0.02929555601741713,0.4244554610732953,-0.09486385617142046,0.04208944176255496,5.037071276225924e-05,-0.0016238781850093737,0.00010692119743671569,M,0.5,1.0,10
2201,0.012073236451758935,0.029293388126115056,0.4121488576118528,-0.09575933780882295,0.04208944176255496,4.893488204360143e-05,-0.001621323666314965,0.00010660084357994037,M,0.5,1.0,20
2201,-3.94417773908037e-06,8.34147032143219e-06,-0.4728396298367664,-5.43315755031637e-05,8.387129772397417e-06,-1.611490608212732e-08,7.328550248725696e-07,0.00026860329199662747,M,0.5,2.0,1
2201,-3.972985872237719e-06,8.341242248100831e-06,-0.4763062567979374,-5.4443210630861216e-05,8.387129772397417e-06,-1.6228330599087204e-08,7.314420442687776e-07,0.00026758316209885,M,0.5,2.0,5
2201,-4.008996038684405e-06,8.340990631653908e-06,-0.48063787812808917,-5.458275452208117e-05,8.387129772397417e-06,-1.637011124528706e-08,7.296758185140375e-07,0.00026630851329390026,M,0.5,2.0,10
2201,-4.081016371577776e-06,8.340598995042062e-06,-0.4892953580436695,-5.486184225245161e-05,8.387129772397417e-06,-1.6653672537686757e-08,7.261433670045572e-07,0.0002637610575694227,M,0.5,2.0,20
2201,3.6696370721891926e-23,2.1059428117013361e-22,0.1742515063466794,0.0,8.623211944508981e-22,1.3348569062439786e-25,1.9190619700264836e-23,0.00028896501131281394,M,0.5,5.0,1
2201,3.373446784590429e-23,2.106033593744076e-22,0.16018010323345147,0.0,8.623211944508981e-22,1.217425270968682e-25,1.9174142080250906e-23,0.000288444128172749,M,0.5,5.0,5
2201,3.003208925091974e-23,2.1062142497575719e-22,0.14258800715253195,0.0,8.623211944508981e-22,1.0706357268745628e-25,1.9153545055233484e-23,0.00028777538980173656,M,0.5,5.0,10
2201,2.262733206095065e-23,2.1067994079742569e-22,0.1074014544303837,0.0,8.623211944508981e-22,7.770566386863214e-26,1.9112351005198664e-23,0.0002863797194468942,M,0.5,5.0,20
2201,0.00316191049875716,0.043954059706987104,0.07193671118971817,-0.08308084173331365,0.8258252294674369,1.2445009606927452e-05,0.00016170999085294652,4.7101650424430375e-07,M,1.0,0.0,1
2201,0.000325364049518713,0.04398995827649281,0.007396325485777508,-0.09610773055401145,0.8258252294674369,1.1825154227079073e-06,0.00017176402679959128,5.305395139876268e-07,M,1.0,0.0,5
2201,-0.003220319012029347,0.04406498243756347,-0.07308113685492283,-0.11438146564347274,0.8258252294674369,-1.2895602307566509e-05,0.00018433157173289896,6.089374134932157e-07,M,1.0,0.0,10
2201,-0.010311685135125466,0.044314800744311586,-0.2326916732543159,-0.1498506229142622,0.8258252294674369,-4.105183776811533e-05,0.00020946666159951693,7.774860927289851e-07,M,1.0,0.0,20
2201,0.022141934365337488,0.03692572915572557,0.5996343165482012,-0.06607551166165504,0.205950045652632,9.312936572255499e-05,-0.008325615726042852,0.0017690290837554246,M,1.0,0.5,1
2201,0.02143453666195997,0.03691895365097975,0.5805835361585646,-0.06660988706239457,0.205950045652632,9.03120953919822e-05,-0.00830958522403855,0.0017628701903289468,M,1.0,0.5,5
2201,0.020550289532738086,0.03691306651330078,0.5567212771481139,-0.06727749483425605,0.205950045652632,8.67905074787662e-05,-0.008289547096533166,0.0017549379482750815,M,1.0,0.5,10
2201,0.018781795274294313,0.0369099041696853,0.5088551622336669,-0.06861150619802225,0.205950045652632,7.97473316523342e-05,-0.008249470841522406,0.001738308114195397,M,1.0,0.5,20
2201,0.011927993043003656,0.02943376257469876,0.40524866682375665,-0.09741049557982306,0.042049487228683284,4.8381513068189974e-05,-0.0016576871365046235,0.00011037582916606503,M,1.0,1.0,1
2201,0.011783561364926028,0.02943236785321102,0.40036063097928637,-0.09776311337039545,0.042049487228683284,4.78075533397495e-05,-0.0016563932754209468,0.00011021403966515742,M,1.0,1.0,5
2201,0.011603021767329002,0.029430816158613614,0.3942473665968352,-0.098203710475677,0.042049487228683284,4.709010367919892e-05,-0.0016547759490663564,0.00011001051493042535,M,1.0,1.0,10
2201,0.01124194257213495,0.02942835191639212,0.38201060678063276,-0.09908432120321653,0.042049487228683284,4.5655204358097734e-05,-0.0016515412963571687,0.00010959920462194628,M,1.0,1.0,20
2201,-4.8738369022969e-06,8.512226150556428e-06,-0.5725690102792097,-6.149554344603292e-05,8.89517887477426e-06,-1.9981225673937305e-08,1.0130814639934774e-06,0.0004929045656498765,M,1.0,2.0,1
2201,-4.9043900837113905e-06,8.511931757288006e-06,-0.5761782664096431,-6.160865586568587e-05,8.89517887477426e-06,-2.010197580542575e-08,1.0123023598137537e-06,0.0004921807699267422,M,1.0,2.0,5
2201,-4.942581560479503e-06,8.511598461803563e-06,-0.580687820585018,-6.175004636965742e-05,8.89517887477426e-06,-2.0252913469786315e-08,1.0113284795890987e-06,0.0004912726976084025,M,1.0,2.0,10
2201,-5.01896451401573e-06,8.51104754111808e-06,-0.5896999740359103,-6.206579312961757e-05,8.89517887477426e-06,-2.0554788798507442e-08,1.0093807191397889e-06,0.0004894455515151996,M,1.0,2.0,20
2201,9.190083287140686e-23,2.2747873647701834e-22,0.40399746497049577,0.0,8.84803169963443e-22,3.734554434469782e-25,-1.3868678845114684e-23,0.00012934480104731527,M,1.0,5.0,1
2201,8.886170885281366e-23,2.274708908400997e-22,0.3906509027358531,0.0,8.84803169963443e-22,3.613973304018596e-25,-1.3871688188314456e-23,0.00012940986621423622,M,1.0,5.0,5
2201,8.506280382957217e-23,2.274676485346425e-22,0.373955612490615,0.0,8.84803169963443e-22,3.4632468909546136e-25,-1.387544986731421e-23,0.00012948375284060898,M,1.0,5.0,10
2201,7.746499378308916e-23,2.2748304677799533e-22,0.34053084342011913,0.0,8.84803169963443e-22,3.161794064826647e-25,-1.3882973225313674e-23,0.00012960665691730267,M,1.0,5.0,20
2201,0.003147623714554791,0.04395127466772844,0.07161620995866037,-0.0832815294278223,0.8258011992162086,1.241057831902203e-05,0.00012650328394383153,2.882843446183614e-07,M,2.0,0.0,1
